Vin,Pout,freq_hz,gain_M,vout,I_p_rms,I_s_rms,I_diode_avg,I_diode_rms,Q
24.0,25.0,40000.0,1.1197176091002725,10.049289047362617,6.491771361239146,8.114714201548933,1.2438690877620402,2.76318237366029,0.14551126668808761
24.0,25.0,45000.0,1.0467748052784065,9.349038130672703,5.5784154300965225,6.973019287620653,1.3370359415894875,2.9701470862962194,0.14551126668808761
24.0,25.0,50000.0,0.9992974950724008,8.89325595269505,4.9634714655067045,6.20433933188338,1.4055594561193245,3.12236806307985,0.14551126668808761
24.0,25.0,60000.0,0.9417827551457293,8.341114449399,4.1920509149735805,5.240063643716976,1.4986007056767645,3.3290537531816917,0.14551126668808761
24.0,25.0,70000.0,0.908221532229133,8.018926709399679,3.73190229573824,4.6648778696728,1.5588121020419936,3.462809845978575,0.14551126668808761
24.0,25.0,80000.0,0.8858355536645753,7.804021315179923,3.4288848264677094,4.286106033084637,1.601738321201883,3.5581679293311352,0.14551126668808761
24.0,25.0,100000.0,0.8561288966173861,7.518837407526907,3.056681243837384,3.8208515547967297,1.662491063776241,3.693126591046106,0.14551126668808761
24.0,25.0,120000.0,0.8348938058881484,7.3149805365262255,2.8353222436212113,3.5441528045265143,1.708822045059885,3.7960481541727242,0.14551126668808761
24.0,25.0,140000.0,0.8168053897634036,7.141331741728675,2.684389849764062,3.355487312205078,1.7503738031044294,3.88835295260602,0.14551126668808761
24.0,25.0,150000.0,0.8082647602632381,7.059341698527086,2.623985798671839,3.279982248339799,1.7707033507965897,3.9335138528970077,0.14551126668808761
24.0,25.0,170000.0,0.7915808431156982,6.899176093910702,2.52168098371021,3.1521012296377626,1.81181054517983,4.024831079177437,0.14551126668808761
